Filename	(E)-hex-2-enal	3-methylbutanal oxime	a-pinene	b-myrcene	(Z)-b-ocimene	(E)-b-ocimene	g-terpinene	methyl benzoate	linalool	(3E)-4,8-dimethylnona-1,3,7-triene	2-methylbenzonitrile	a-campholenal	Decanal	Caprolactam	Nonanoic acid	indole	a-copaene	petasitene	(E)-a-bergamotene	b-caryophyllene	(E)-b-bergamotene	a-farnesene	pseudoionone	trans-Geranylgeraniol	(Z)-hex-3-en-1-ol	[(E)-hex-3-enyl] acetate	[(E)-hex-3-enyl] butanoate	[(Z)-hex-3-enyl] butanoate	a-terpineol	(Z)-a-bergamotene	a-humulene	(2E)-2,7-dimethylocta-2,6-dien-1-ol	benzaldehyde	limonene	methyl salicylate	(E)-4-oxohex-2-enal	p-mentha-1,3,8-triene	cosmene	(4E,6Z)-alloocimene	furan-3-carbaldehyde	sabinene	3-carene	b-caryophyllene oxide	[(Z)-hex-3-enyl] 2-methylbutanoate	2-butyloctan-1-ol	hexan-1-ol	verbenone	3-methylbutan-1-ol
1B670_190724_812019_12.qgd	0	0	527774	6858	1009	0	430	8771	14381	8022	4791	0	36525	62945	81899	3907	0	46392	0	23855	0	0	26606	0	18269	3415	3247	0	0	1625	6852	6240	246592	15513	91115	3499	0	0	233	26339	4149	3641	0	0	0	0	2249	1244
1A246_190724_812019_13.qgd	54857	0	2256660	118646	9784	20022	9114	8460	15320	0	1704	0	43372	142647	76185	1129	3144	380314	0	0	0	0	7702	2122	128653	166789	18352	954	1849	3906	6483	0	120324	206465	51228	68037	3266	0	1992	10178	29901	1501	0	0	0	29245	9826	7034
3B687_190724_812019_14.qgd	1382	0	123932	11632	3292	10372	573	3802	12329	3302	3374	0	32337	404935	78697	11156	3940	64603	0	7421	3118	1123	10319	0	20608	4167	0	0	1020	1191	2352	10880	62941	22115	109385	4002	1168	0	1012	7658	1902	860	0	0	0	6191	0	0
4D58_190724_812019_16.qgd	0	0	27052	0	1727	0	0	7668	24988	0	4649	0	54889	396850	98416	4162	0	6127	0	2774	2978	0	5252	0	20364	2468	2553	0	0	0	0	4162	246743	7880	62406	2768	0	0	465	12120	1450	1705	0	0	0	0	0	0
5D234_190726_812019_17.qgd	0	0	46025	0	818	1236	557	5737	0	0	4831	0	82577	239598	172138	6878	0	5629	0	1647	6193	0	0	0	6156	3617	0	0	0	0	0	0	174400	4809	12138	4318	0	0	0	21881	5707	1301	0	0	0	0	0	0
5A196_190726_812019_19.qgd	0	0	522234	0	25636	56476	0	10205	0	21397	5289	0	642819	350582	627766	42370	13998	1209	0	235598	16764	0	35954	0	836829	60122	81311	48006	0	15406	38404	192294	616668	175298	176451	0	0	0	1330	72966	26074	11642	17414	0	0	146398	7660	30878
4B173_190724_812019_20.qgd	0	0	34767	24742	5766	15885	1408	6044	0	0	6878	21038	133493	573407	400066	4628	0	30037	0	14454	9855	0	9281	0	23873	9154	0	0	3706	2229	2857	22580	221541	45132	22689	16412	0	0	623	30548	13014	17793	0	0	12146	18634	0	0
4C115_190724_812019_21.qgd	0	0	15492	4093	4341	0	0	3568	0	0	3991	0	146091	815038	174900	1771	0	0	0	0	9022	0	0	0	7222	12739	0	1496	1518	0	0	4412	187763	9374	9315	8753	1679	0	271	13936	1712	1468	0	0	0	25181	530	0
4A89_190724_812019_23.qgd	23534	0	501554	22024	4434	5387	3716	3115	16569	0	2713	0	66274	168156	315456	3021	850	0	0	84694	5380	0	0	0	151432	24800	13998	0	2528	0	19763	0	108892	43076	16344	37042	0	0	921	13507	11997	8265	0	0	0	17809	1957	3040
4C643_190724_812019_24.qgd	0	0	239783	0	8205	21797	0	5023	0	0	4126	0	35648	173516	113896	2619	0	15373	0	23241	0	0	0	0	9267	0	5456	0	1485	1768	4215	11838	240795	11276	6082	5224	0	0	842	17292	3530	1087	0	0	0	16742	1398	1913
5C151_190724_822019_02.qgd	2445	0	58438	17080	3631	7630	1781	6690	0	0	1372	4258	96787	197946	149535	2278	0	19364	0	4241	10593	0	6089	0	7097	7278	2711	866	2308	2186	0	16173	109765	36527	11692	5072	1027	0	326	22830	13661	17472	0	0	9325	20654	268	2822
3C149_190724_822019_03.qgd	1132	0	28077	11771	5285	17497	333	8813	5801	2030	1733	0	34531	231374	41583	1319	535	29550	0	1376	3344	0	2146	0	26783	24889	7880	1710	1334	2039	0	10554	69376	12700	10799	5489	0	0	582	4549	1154	746	0	0	0	9457	0	0
6B23_190724_822019_04.qgd	0	0	128193	12727	31543	2632	559	7701	0	4830	6426	0	93724	53920	159080	6238	0	5219	0	0	7829	0	0	0	0	3946	0	0	0	0	0	13103	252374	33050	22058	3476	0	0	0	29196	11874	13984	0	0	0	0	0	0
3C167_190722_822019_05.qgd	22808	0	160749	96890	4510	11884	737	9596	18621	26390	2809	0	105073	487272	146326	4358	6719	271339	0	35652	6644	2590	5905	0	205745	91653	26319	0	1548	15977	7647	0	125970	87875	110392	79164	0	0	581	13043	5551	2539	0	0	8536	16958	1393	0
5D246_190724_822019_06.qgd	0	0	22139	17385	43634	4040	874	13237	0	0	2893	17460	193045	460249	221691	8455	0	17163	0	1087	9846	0	0	0	12971	13475	0	2237	2364	2659	0	16870	229734	44844	29992	8677	0	0	0	30237	14552	20008	0	0	12118	0	572	0
5B17_190726_822019_07.qgd	35261	0	30641	0	122433	11811	0	27514	0	0	4929	0	2272951	142833	0	3657	2685	0	0	5568	81700	0	0	0	0	0	0	90042	19218	15291	4210	0	1456807	0	346729	0	0	0	0	103102	33212	52516	0	0	284296	0	9895	0
5A193_190726_822019_09.qgd	21667	0	30022	11212	4584	21263	1838	8606	0	20090	7918	0	300247	1257377	337474	0	0	53036	0	0	118605	0	9955	0	566103	98859	5668	17541	2825	0	0	0	260923	12282	26279	56757	0	0	1023	47631	0	1820	0	0	0	41554	0	0
3C140_190726_822019_10.qgd	0	0	74308	11869	30887	1508	1760	11335	0	0	6864	0	101734	0	0	5457	1127	16058	0	4331	10889	0	5988	0	22269	7312	0	0	0	2650	0	13291	378988	32339	29786	6220	0	0	0	35816	11120	13881	0	0	0	16650	0	0
5A174_190724_822019_11.qgd	0	0	1240945	57955	4174	0	2567	11199	20412	57050	3620	0	85946	78620	179244	3981	7016	0	0	91966	5224	0	280442	0	116592	34394	0	0	4310	1953	21188	0	173424	111049	106834	19420	1913	0	1058	33937	22152	13622	15392	0	0	0	14061	0
5A179_190724_822019_12.qgd	17338	0	148521	0	269750	8508	0	28642	0	0	4978	0	2018783	347467	0	3617	5248	0	16855	6102	191886	0	135953	0	30361	26822	0	0	32459	61603	5380	0	499190	303835	73178	0	0	0	0	63794	52354	151887	0	0	0	0	19010	2127
6D39_190724_822019_13.qgd	15087	0	40552	18952	6349	19127	1347	9132	17645	0	3090	0	98057	0	353226	9748	6281	95959	0	0	8179	0	53234	2871	201356	26723	17938	0	5472	6255	0	17313	188996	31169	131333	33485	2163	0	1891	16165	1757	0	0	5818	0	27193	0	1594
6C122_190724_822019_14.qgd	0	0	188944	0	826	0	0	9948	28055	28769	1609	0	42530	908058	152945	5978	1838	904	0	3092	0	0	249403	0	0	3840	0	0	987	3615	0	7410	390331	7186	132953	3705	0	0	1099	13423	1441	0	0	0	0	8930	0	0
5B3_190724_822019_15.qgd	0	0	295063	0	1210	0	0	9402	21254	5904	2581	0	44234	190166	76311	2486	0	7414	0	1726	1660	0	79773	0	23714	4242	1767	0	0	1030	927	5489	226054	13843	56899	3449	0	0	0	12104	3079	2345	1017	0	0	8537	1412	1463
5B19_190724_822019_16.qgd	1181	0	2771	4712	1519	0	0	5007	0	3037	1966	0	61116	666912	111211	2910	283	5884	0	0	6016	0	58359	0	16815	7515	624	0	0	0	0	5356	127765	4806	8369	9065	0	0	384	5605	694	441	0	0	0	15306	0	620
3B686_190724_822019_17.qgd	0	1930	138109	0	3097	0	889	6754	0	0	5671	0	181403	310233	306022	11139	8990	0	0	36729	10019	0	53224	0	35460	0	2610	0	0	948	9485	13497	201469	21107	48687	7977	0	0	613	28143	4306	1972	0	0	0	27024	1036	2834
Air_190729_822019_02.qgd	35345	0	61717	61028	12117	56372	2114	10922	0	33147	4021	0	399768	983595	284974	4418	0	237061	0	42587	92852	0	36098	0	168206	103611	18083	10220	6419	13643	11924	53383	276246	53507	43095	45617	0	0	2312	37764	15796	5475	3391	0	0	23809	3821	0
3C131_190726_822019_03.qgd	0	0	74867	0	23223	0	0	12674	0	0	4756	21422	371640	431820	367644	4495	3262	0	0	24519	0	0	47299	0	131859	12010	0	0	0	4874	5482	0	449248	20980	53492	21414	0	0	0	47973	5881	7493	0	0	0	44953	5058	7205
1B657_190726_822019_04.qgd	45829	0	155631	77060	13876	45315	2704	11555	15912	19304	3367	0	88123	986727	145040	7546	3816	236955	0	12082	3868	0	29907	0	446080	239335	8843	0	4189	15785	2090	63891	162119	113198	113015	90336	4870	0	1794	9647	3030	0	3867	0	0	142494	2468	8207
2D209_190726_822019_05.qgd	0	0	10871	0	6311	0	0	9527	0	0	3164	0	95042	652018	128362	3838	0	9371	0	778	0	0	23856	0	26652	5585	0	0	0	992	0	0	313150	6373	24624	6039	0	0	0	21573	1663	1124	0	0	0	0	0	0
2D212B_190726_822019_06.qgd	227449	0	259237	0	9759	29648	0	12984	0	0	3047	0	564125	1055770	658327	7374	0	195732	0	20001	5914	0	32852	7141	638487	750798	70275	39220	0	36149	3787	187906	475142	168387	72202	273438	2624	0	736	57620	11722	9082	0	0	0	102775	3024	0
2C202_190726_822019_07.qgd	0	0	207413	15602	2690	7070	1527	5473	0	0	4313	1690	87411	506204	132084	4817	1047	57551	0	0	0	0	23190	0	169450	32037	9168	3534	2394	12245	0	16445	208117	24197	20360	12058	0	0	402	27293	3001	991	0	0	0	48172	869	3830
2D212A_190726_822019_08.qgd	6747	0	485173	18975	3809	9020	1444	5309	11530	7417	2981	3115	66619	475323	103388	2383	0	286019	0	1862	0	0	53061	0	39279	12103	7421	2261	0	17502	0	0	122438	50975	41190	9000	1652	0	814	9358	8512	1393	0	0	0	6367	0	1705
2D205_190726_822019_09.qgd	0	0	181176	42628	7005	17126	0	12769	0	36131	4719	0	418611	652650	555366	4155	4145	45329	0	5633	16418	0	128862	0	0	66938	16284	0	17657	10590	0	73371	446280	47034	50906	52357	0	0	1093	41791	8680	6955	0	0	0	44263	4633	0
2D256_190726_822019_10.qgd	0	0	45161	0	88687	0	0	48949	0	0	9318	0	2166220	0	0	6818	3031	283307	0	50382	0	0	62484	0	307494	0	0	0	21721	0	14617	0	2045675	0	434062	0	0	0	3451	35367	20323	27543	0	0	271030	0	33665	0
2C300_190726_822019_11.qgd	0	630	16152	0	6676	0	631	7825	0	0	4119	4853	176706	416066	232438	4106	0	8730	0	10321	13852	0	36708	0	0	0	0	0	0	0	3646	0	120021	5254	94417	3033	0	0	640	21479	2306	1933	2445	0	0	5954	0	0
3C146_190726_822019_12.qgd	0	8874	7513	0	4807	15235	7570	9907	0	91612	3811	0	202563	1190527	211338	6219	0	11899	0	0	56016	0	48772	0	0	0	0	0	4643	2664	0	20167	217978	19052	54086	8194	479	0	906	29241	1911	0	0	0	0	0	2487	0
4D46_190805_8112019_02.qgd	7450	0	1943924	20444	3425	6571	0	6269	0	3963	3439	0	33364	73528	54016	2577	3069	72067	0	13190	0	0	5259	0	68868	11131	0	4260	0	3572	2959	20126	158504	27689	5627	13514	0	0	543	26804	4637	4988	1364	0	0	0	2910	1608
4A168_190805_8112019_03.qgd	11262	0	163332	0	3299	0	0	5789	0	0	1977	0	32053	76142	42142	1106	0	0	0	1216	0	0	5603	5451	51614	4498	0	918	0	0	0	4118	208434	3864	3711	6837	0	0	0	11891	896	391	0	0	0	6412	0	1108
6B36_190805_8112019_04.qgd	28920	943	353080	0	3186	5705	0	7841	0	0	4636	26391	99183	78863	76639	3588	0	33127	0	8562	6681	0	9039	2846	244372	83532	5566	3981	1268	2129	2042	0	183095	27840	19737	19048	540	0	272	39170	13791	15353	0	0	8352	0	0	0
6B2_190805_8112019_05.qgd	12444	0	789530	5839	857	1981	0	3456	5977	3430	4363	0	24686	67656	51220	4495	2117	0	0	14860	0	0	6033	2743	157124	44629	13331	0	0	0	4136	0	89863	9200	54217	67183	0	0	341	9621	1782	2090	1893	0	0	7400	3508	0
6B7_190805_8112019_06.qgd	2378	0	80421	0	1064	1958	534	3146	0	0	1481	23115	83000	345590	75200	2572	3262	876	0	573	0	0	6556	0	18874	8897	8493	0	1225	2666	0	0	61833	17838	15481	8111	0	0	0	10461	9633	10810	0	0	0	13356	0	1586
6D79_190805_8112019_07.qgd	5506	0	701778	6012	1817	2732	0	3832	0	2910	2383	1859	21548	61130	38478	1945	0	0	0	930	0	0	4444	1311	40956	5559	0	0	0	0	0	6360	118146	10081	2095	5728	380	1157	145	30454	2071	527	0	0	0	0	0	290
4A124_190805_8112019_08.qgd	20656	1648	2709988	38724	3578	4571	1396	8897	10651	16530	3207	0	23133	74185	84884	2738	40382	1101510	4279	214040	27886	8856	6913	0	266721	9247	31867	0	0	27529	50026	37365	168181	85123	6644	65518	599	929	0	716	22290	9521	3379	0	0	61637	8258	26806
5A202_190805_8112019_09.qgd	129392	0	1346530	135316	27992	96861	5937	5495	18761	45713	5446	0	53409	167398	92013	6203	14386	523125	2637	179602	0	4614	0	0	334329	210180	82056	82180	3332	32187	42409	128196	147456	221739	49862	461264	7912	0	3561	18651	29414	6156	6883	0	0	56849	4631	6395
2D256_190805_8112019_10.qgd	33055	0	786186	67235	6958	15702	0	3770	10978	18508	2098	0	52380	331698	54624	1598	7284	85451	0	16171	0	0	4633	0	146544	120110	13901	5110	1933	10079	2758	65528	123434	71929	6891	35823	1466	0	1092	17964	24764	5991	953	0	0	28665	4161	5282
2B130_190805_8112019_11.qgd	60346	0	761602	25995	5116	12251	581	5261	0	15500	3657	0	49527	117134	44976	2476	1633	98351	705	26058	0	0	7293	0	321963	88544	18488	7685	0	5924	5907	25151	124140	48952	15146	61955	1223	0	573	14959	8412	1681	1660	0	3983	23467	0	4199
1C72_190805_8112019_12.qgd	599	0	1437	0	0	0	0	2000	0	0	1620	0	12380	0	75602	1155	0	2854	0	1603	0	0	3947	0	1890	0	0	0	0	0	868	0	41014	706	22076	839	0	0	140	4681	1982	0	0	0	0	0	0	0
1B684_190805_8112019_13.qgd	8386	0	1709070	0	1901	3701	565	8103	0	4218	1989	11596	79883	100846	60569	2313	6494	0	0	41320	6697	0	6079	0	55748	13633	9259	0	695	1414	6454	33881	118130	35686	26715	7882	0	0	201	15896	10052	7562	3057	0	0	8180	2244	1351
1A259_190805_8112019_14.qgd	11240	0	427208	0	4604	7559	0	6595	18185	4375	1616	0	104952	76098	57351	3298	3106	63896	0	18493	8641	0	3977	1971	46213	29423	4606	0	0	2378	4610	26353	158711	38459	79539	8641	0	0	657	19874	14185	15273	1035	0	0	0	1169	0
2C300_190805_8112019_15.qgd	51658	0	609297	20387	6107	19632	0	6013	18058	4229	1393	0	56235	323636	60821	2464	5459	0	727	14357	3320	0	4653	0	381504	26357	12975	2994	790	2346	3446	22198	90199	23798	101202	36072	0	0	539	9678	3848	1389	2627	0	0	29580	0	6570
2C298_190805_8112019_16.qgd	53347	0	743926	51568	6520	18354	1681	6727	24218	24874	2675	0	55626	406213	67788	2872	2745	109261	8679	35061	0	1229	3867	0	406839	25520	86265	20440	1914	1928	8425	51004	266217	66072	44404	52325	1742	2935	626	17468	9289	2005	3932	0	0	60380	935	9753
2C277_190805_8112019_18.qgd	6776	0	1050792	0	1368	0	0	2977	0	0	3386	0	31256	91125	39743	4836	0	37109	0	924	0	0	4646	0	10831	3461	0	0	0	2435	0	11025	213676	14554	19677	4652	0	0	277	15879	2849	3717	0	0	0	0	4097	1518
2D225_190805_8112019_19.qgd	3869	0	228643	0	6300	584	0	4322	11815	4147	2534	0	50362	78268	59009	8700	1761	22237	156	5321	0	0	6010	0	23120	12255	682	1166	1867	1313	1533	7110	184859	9426	49953	11067	0	0	0	14454	1139	689	0	0	0	0	0	0
5A200_190805_8112019_20.qgd	4464	0	248003	0	712	0	0	4521	0	0	2502	587	28287	113579	71330	1671	0	23517	0	1102	0	0	5006	0	24072	3844	4459	0	0	0	587	3985	194256	7062	2275	3965	0	0	0	7307	1668	743	0	0	0	0	0	0
4D54_190805_8112019_21.qgd	20032	0	61799	0	3723	7695	1554	3379	0	9070	1988	68068	132104	659176	112390	1512	17141	0	0	33626	11565	1737	0	0	241096	25382	10973	4574	2588	2031	5801	46948	183266	50345	0	26004	0	0	546	24044	13406	13392	0	0	0	110046	2656	11591
5B30_190805_8112019_22.qgd	68122	0	953062	68372	3891	7835	3031	3327	14036	11150	3781	0	45636	336437	53724	3900	12848	5574	0	42867	0	0	0	0	174510	130143	121493	40960	1380	41363	6941	67043	121341	109275	6598	40103	1938	0	709	33144	15039	2340	0	0	6990	46373	0	11444
5B6_190805_8112019_23.qgd	7668	3432	410597	0	6263	2432	0	4937	0	0	5154	0	29604	140655	86730	5409	452	23460	0	5131	0	0	8660	2076	75778	18599	4404	1878	0	1474	2698	0	160172	8402	3870	14941	1622	0	0	57010	1390	625	0	0	0	0	0	0
5D288_190805_8132019_02.qgd	11274	0	969388	6586	587	0	0	3848	3317	5332	2999	0	15486	52629	33295	1961	2189	0	506	51751	9350	0	3581	1606	32448	8273	10839	0	505	0	10159	6832	65995	10662	6571	13592	0	0	0	9508	2705	370	4148	0	0	3548	4723	0
5D272_190805_8132019_04.qgd	2191	0	81623	0	12028	0	0	5261	0	0	4607	7778	57954	61277	104092	5373	586	401	0	0	6692	0	7741	0	6480	5997	0	0	0	3613	0	0	93772	12886	14776	3614	0	0	0	10787	7861	7973	0	0	0	0	0	0
2D288_190805_8132019_05.qgd	5992	0	2155895	36187	6124	0	0	6733	0	5001	3187	0	69811	85731	98333	3251	16288	0	0	82379	5069	0	7015	0	20560	5103	25964	8060	0	13100	14489	41250	190441	50973	61799	5656	400	0	0	15960	10214	1511	8140	0	0	20166	4631	3149
5D286_190805_8132019_06.qgd	2849	0	41920	0	17494	0	1118	2702	0	0	2160	69505	72342	0	119194	4145	0	26923	0	1039	10748	0	8097	0	13965	11908	1590	0	0	2226	0	0	90896	18161	10927	8457	0	0	0	12840	8097	8709	0	0	0	0	0	0
5D282_190805_8132019_07.qgd	5742	0	309877	0	1977	0	0	2515	0	0	3181	20846	101439	69540	102582	2699	1374	44225	0	8536	7752	0	6628	1622	35800	21706	1937	0	1009	2489	2207	0	147971	33510	6791	11920	0	0	279	33176	12732	13144	1350	0	0	0	1411	0
3B838_200729_752021_02.qgd	23598	0	1609719	70094	4562	7916	2569	6522	34262	46598	3269	0	41993	90268	129325	11208	10423	456736	0	301453	1697	0	214168	0	194075	90796	0	0	34925	2560	99771	61215	147430	81145	37253	38477	1565	3460	329	32086	36940	4059	15561	0	0	45994	17718	7486
3A641_200729_752021_03.qgd	34318	0	934689	83795	6486	15601	2233	9989	23107	6467	5503	3892	69394	218182	199033	9219	5926	7988	0	267058	0	0	30775	0	256856	41130	164880	0	15952	3739	87623	74623	251554	101035	16834	38214	0	4260	576	30307	37310	6973	22647	0	0	44483	5209	9441
3B618_200729_752021_04.qgd	54967	0	89002	0	176242	0	0	38423	0	0	5417	0	326067	70782	499371	10108	1919	776	0	3513	15518	0	0	0	12872	0	4843	13523	2951	5316	0	0	630560	174858	67491	10176	0	0	1498	86417	74033	76813	0	0	0	0	2071	0
3B828_200729_752021_05.qgd	37356	0	199610	0	11309	0	0	32861	0	0	3868	25172	327804	54504	578018	11446	2309	14880	0	5446	14070	0	0	0	16560	0	0	0	3369	6142	0	0	612033	189511	73922	23645	0	0	0	96162	84422	84071	0	0	0	0	4934	0
3D881_200729_752021_06.qgd	0	0	84092	0	192	0	0	3912	0	0	873	1359	19248	56676	105365	11087	0	0	0	3848	4153	0	0	0	8094	0	0	0	0	0	0	0	113636	6712	4818	1652	0	0	0	8964	1039	1582	0	0	23585	2940	0	0
3D895_200729_752021_07.qgd	0	0	788909	99063	10330	4550	0	18768	0	0	4573	15005	205365	66110	425064	9121	10723	0	12164	15323	11990	0	23209	0	18113	0	41111	0	2163	5152	0	123709	370576	224715	55296	12159	0	0	1642	54888	79365	67514	38164	0	0	0	10012	0
5A180_200729_752021_08.qgd	43467	0	37290	0	244770	0	9240	59251	0	0	8093	0	2668582	0	0	8988	0	6429	8354	0	57415	0	0	0	0	0	0	0	0	37186	17060	0	1379142	363016	171521	0	0	0	1798	111126	89491	105956	0	0	0	0	14192	0
6A145_200729_752021_09.qgd	44746	0	79089	0	250801	0	7318	49694	0	0	7277	0	2338842	0	0	13840	0	0	10491	0	63842	0	0	0	45038	0	0	68904	0	58528	0	0	1194876	374217	160701	19910	0	0	2112	101738	87720	93996	0	0	173845	0	12603	0
1A231_200701_752021_02.qgd	59868	0	42074	0	94128	8573	4722	24847	0	70985	4674	0	1859090	0	1179105	4402	12239	0	0	0	0	0	0	0	0	0	0	0	8490	46816	0	0	1165096	185310	51192	0	0	7446	1225	122233	50568	53180	0	0	0	149021	8508	28794
1A244_200701_752021_03.qgd	28917	0	116881	177307	15251	12339	0	21835	0	45495	12998	0	1379845	1182890	0	3608	11305	484594	3695	101855	0	0	37470	0	384997	228453	112555	0	17368	34635	31052	262402	910776	322988	122604	105275	0	0	1843	73107	44545	39401	82281	0	194701	142782	9420	24633
1A250_200701_752021_04.qgd	0	0	24020	0	90316	36100	13031	74225	0	278288	7073	0	4203527	0	0	5802	8668	5548	0	0	50848	0	0	23788	0	0	0	114720	0	46367	8424	0	2111649	0	202037	284903	0	0	0	133632	151289	143244	0	0	769061	112757	61114	50890
1C64_200701_752021_05.qgd	0	0	18347	0	179796	37497	9503	65329	0	0	11953	0	2522680	295693	0	10974	5466	0	8266	0	77555	0	0	0	0	0	0	82519	0	29240	8233	0	1815121	0	166093	211592	0	0	0	109717	113708	119449	0	0	594680	100960	0	15726
1D24_200701_752021_06.qgd	16764	0	352000	0	42671	0	2642	12797	0	0	2846	0	913987	119461	603883	4927	11027	86016	0	17749	6806	0	0	0	0	0	0	20355	4728	17808	8731	0	488398	43714	17987	0	0	0	2623	79444	11407	14168	0	0	77077	82875	6329	0
3C174_200701_752021_07.qgd	0	0	91474	0	17508	2106	0	8543	0	0	3365	0	603613	0	755106	3075	4621	0	0	3700	0	0	69683	0	0	0	0	0	4292	11571	0	0	402226	17017	11735	8813	0	0	0	43426	6437	8286	0	0	0	43993	4117	0
3D886_200701_752021_08.qgd	0	0	145493	0	21787	1910	1910	6385	0	0	1706	0	759529	0	914015	8117	6456	39368	0	2867	7483	0	0	5433	0	0	0	0	3250	24457	0	0	312782	21473	15676	4512	0	0	639	49173	10054	13418	0	0	59220	38896	3969	0
4A114_200701_752021_09.qgd	0	0	22625	0	119895	7840	7840	30410	0	0	5400	0	2041146	241304	0	21819	7140	4568	0	0	0	0	0	21250	0	0	0	0	15904	35210	0	0	1007230	0	99438	100929	0	11748	0	80478	75495	85054	0	0	534149	44656	18898	18841
4B576_200701_752021_10.qgd	37176	0	47611	0	107832	19092	0	39887	0	0	16892	0	3573245	0	0	36564	21414	5521	0	254301	43717	0	0	0	240656	0	116440	0	21554	57560	76122	0	1579495	0	121220	152394	0	0	3374	118454	52972	54203	116928	0	0	182817	16747	8155
4D47_200701_762021_02.qgd	0	0	19249	0	185516	48750	10140	58174	0	137168	11318	0	2592671	0	0	13481	6609	0	0	0	110015	0	0	0	0	0	0	80448	35207	33021	0	0	1882194	0	155940	257377	0	0	0	114650	126540	139728	0	0	518317	114509	56473	15718
6C93_200701_762021_03.qgd	0	0	562740	24004	32916	0	0	5615	0	0	2171	34513	354676	106255	475749	2826	10837	355022	0	55334	0	0	0	0	0	0	0	0	4846	10337	24087	27165	190010	38944	7888	3786	0	0	0	29855	11476	5567	11892	0	39423	21384	3107	0
1C60_200715_762021_04.qgd	30999	0	106910	0	64025	5312	4077	19343	0	59990	4206	0	1715027	226473	1753395	4877	11876	66976	0	3497	11516	0	0	0	0	0	17955	0	7426	45060	0	0	810934	0	34715	21676	0	0	0	74161	23984	27445	2812	0	323208	111882	7474	0
1C46_200715_762021_05.qgd	0	0	20551	0	195047	14719	10500	52379	0	0	8853	0	2567309	522776	0	11711	11837	7170	0	36997	91251	0	0	0	0	0	0	0	26355	50309	0	0	1407366	272929	169206	0	0	0	2235	81924	122053	130028	0	0	0	68884	54976	25380
1D37_200715_762021_06.qgd	0	0	16427	0	0	21472	0	74009	0	0	8258	0	4178009	636474	0	10564	7455	0	9122	0	93731	0	0	25579	0	0	0	107659	0	34936	0	0	1929087	0	197285	260100	0	0	3409	102328	117534	125579	0	0	722566	94618	0	31194
1D33_200715_762021_07.qgd	38966	0	201757	0	63525	17940	0	48078	0	0	5472	0	3827810	0	0	5946	17468	271045	8727	16387	0	0	0	0	197519	0	99257	0	0	32125	16218	0	1696830	0	104919	40315	0	0	2653	233965	48898	54397	91615	0	623495	197752	0	7506
1D9_200715_762021_09.qgd	0	0	60295	0	279100	22308	0	45507	0	0	6291	0	2027677	0	0	16535	16672	1952	0	433819	57912	0	106470	0	177807	0	196489	0	22544	42295	152325	245641	1219619	370675	217798	90867	0	0	1602	91543	141136	155557	161111	0	0	94120	22187	25554
1D17_200715_762021_10.qgd	54261	0	323227	0	92980	4258	7882	17536	0	0	3478	0	1193375	499929	595629	14045	27456	0	0	142029	10446	0	0	0	387241	0	42348	0	6413	27448	39444	231892	592779	104353	42920	81584	0	0	844	86979	21053	15711	34810	0	131225	124678	6195	6718
1D12_200715_762021_11.qgd	38756	0	935129	0	18137	65911	5410	22156	0	0	7372	0	1496596	85374	424120	45316	15011	1718	0	0	8845	0	16207	0	432634	237779	0	31760	11238	103314	0	223253	718888	354215	89932	36620	7713	9786	3576	81842	48070	24259	0	0	219551	170436	13192	40751
1D24_200715_762021_12.qgd	0	0	379337	11412	1257	2744	2758	3454	0	4904	1517	4803	79299	79791	100008	59076	13771	276528	2909	54031	5073	0	8131	0	58533	64996	29527	0	5765	3321	14688	13255	68881	45219	53609	6591	810	1365	8154	12308	6053	3788	5497	0	0	20068	1870	5460
4A68_200715_762021_13.qgd	16118	0	263087	28321	8639	9356	3173	9121	0	16350	3205	0	629419	225312	248664	36018	17252	140797	0	36887	4113	3664	16541	0	88594	0	19203	9088	4208	9479	10841	31830	352716	68373	43209	24602	0	4547	1079	42226	12162	11211	10099	0	66690	76449	2687	5375
4A109_200715_762021_14.qgd	34897	0	176057	0	86778	9883	3898	14896	0	55208	10666	0	1560197	121012	669820	5110	10997	0	0	17389	9966	0	36342	0	183027	0	87912	0	13427	36136	0	0	805957	91765	70054	27769	0	0	2000	81960	28451	32500	0	0	160068	0	8075	9452
4A110_200715_762021_15.qgd	22199	0	710540	0	5267	7284	0	8348	0	0	2695	0	640113	263527	355773	3203	7797	614155	0	33245	3037	5318	13305	0	86464	0	0	0	4169	13766	9208	0	356662	76802	89833	18646	0	0	1031	44034	15195	7835	16250	0	68986	74603	7211	7371
4A121_200715_762021_16.qgd	23840	0	349323	95825	7282	6841	5432	8149	0	0	3449	0	731312	710954	581761	3027	20765	0	2481	454260	0	0	15587	0	152125	0	92329	30830	4578	13163	110896	92134	403626	130126	49873	35049	0	0	1489	56135	23240	20397	72805	0	0	69962	7092	8693
4A115_200715_762021_17.qgd	80924	0	357167	0	122740	19058	0	37039	0	0	6719	0	4134329	0	0	7205	47648	10139	0	34465	0	0	90339	0	212400	0	259782	0	15727	68252	0	0	1618251	0	102536	0	0	0	3224	111742	49537	49374	245924	0	0	0	23257	22655
4A91_200715_762021_18.qgd	79977	0	313729	133142	161025	11690	0	26146	0	133206	17035	0	2321876	150056	0	7306	28471	3000	0	106686	24051	0	38846	0	885561	0	0	0	28739	98572	35519	0	1356642	296575	104372	0	0	11767	2609	122361	41946	38074	49980	0	522491	257769	13908	23758
